ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Manual Vacuum Aspirator,2172,https://greenbook.nafdac.gov.ng/ingredient/products/2172,27,Manual Vacuum Aspirator,False,1,Manual Vacuum Aspirator
Maternity Pads,2119,https://greenbook.nafdac.gov.ng/ingredient/products/2119,27,Maternity Pads,False,1,Maternity Pads
"Measles and Rubella vaccine, Live",2102,https://greenbook.nafdac.gov.ng/ingredient/products/2102,27,"Measles and Rubella vaccine, Live",True,2,Measles and Rubella vaccine | Live
"Measles vaccine, Live",927,https://greenbook.nafdac.gov.ng/ingredient/products/927,27,"Measles vaccine, Live",True,2,Measles vaccine | Live
"Measles, Mumps, and Rubella (MMR) vaccine, Live",928,https://greenbook.nafdac.gov.ng/ingredient/products/928,27,"Measles, Mumps, and Rubella (MMR) vaccine, Live",True,4,Measles | Mumps | and Rubella  vaccine | Live
"Measles, Mumps, and Rubella (MMR); Varicella vaccine",929,https://greenbook.nafdac.gov.ng/ingredient/products/929,27,"Measles, Mumps, and Rubella (MMR); Varicella vaccine",True,4,Measles | Mumps | and Rubella | Varicella vaccine
Mebendazole,571,https://greenbook.nafdac.gov.ng/ingredient/products/571,27,Mebendazole,False,1,Mebendazole
Mebeverine,187,https://greenbook.nafdac.gov.ng/ingredient/products/187,27,Mebeverine,False,1,Mebeverine
Mebeverine Hydrochloride,1848,https://greenbook.nafdac.gov.ng/ingredient/products/1848,27,Mebeverine Hydrochloride,False,1,Mebeverine
Meclizine; Pyridoxine,214,https://greenbook.nafdac.gov.ng/ingredient/products/214,27,Meclizine; Pyridoxine,True,2,Meclizine | Pyridoxine
Meclozine Hydrochloride; Pyridoxine Hydrochloride,1842,https://greenbook.nafdac.gov.ng/ingredient/products/1842,27,Meclozine Hydrochloride; Pyridoxine Hydrochloride,True,2,Meclozine | Pyridoxine
Medical device,1959,https://greenbook.nafdac.gov.ng/ingredient/products/1959,27,Medical device,False,1,Medical device
Medroxyprogesterone,651,https://greenbook.nafdac.gov.ng/ingredient/products/651,27,Medroxyprogesterone,False,1,Medroxyprogesterone
Medroxyprogesterone Acetate,1586,https://greenbook.nafdac.gov.ng/ingredient/products/1586,27,Medroxyprogesterone Acetate,False,1,Medroxyprogesterone
Medroxyprogesterone; Estradiol,686,https://greenbook.nafdac.gov.ng/ingredient/products/686,27,Medroxyprogesterone; Estradiol,True,2,Medroxyprogesterone | Estradiol
Mefenamic Acid,86,https://greenbook.nafdac.gov.ng/ingredient/products/86,27,Mefenamic Acid,False,1,Mefenamic Acid
Mefloquine,545,https://greenbook.nafdac.gov.ng/ingredient/products/545,27,Mefloquine,False,1,Mefloquine
Meglumine antimoniate,561,https://greenbook.nafdac.gov.ng/ingredient/products/561,27,Meglumine antimoniate,False,1,Meglumine antimoniate
Meglumine iotroxate,981,https://greenbook.nafdac.gov.ng/ingredient/products/981,27,Meglumine iotroxate,False,1,Meglumine iotroxate
Melarsoprol,565,https://greenbook.nafdac.gov.ng/ingredient/products/565,27,Melarsoprol,False,1,Melarsoprol
Meloxicam,87,https://greenbook.nafdac.gov.ng/ingredient/products/87,27,Meloxicam,False,1,Meloxicam
Melphalan,1476,https://greenbook.nafdac.gov.ng/ingredient/products/1476,27,Melphalan,False,1,Melphalan
Meningococcal A Polysaccharide,1771,https://greenbook.nafdac.gov.ng/ingredient/products/1771,27,Meningococcal A Polysaccharide,False,1,Meningococcal A Polysaccharide
"Meningococcal AC polysaccharide (MACP) vaccine, bivalent",1218,https://greenbook.nafdac.gov.ng/ingredient/products/1218,27,"Meningococcal AC polysaccharide (MACP) vaccine, bivalent",True,2,Meningococcal AC polysaccharide  vaccine | bivalent
Meningococcal ACWY conjugate vaccine (MenACWY),1001,https://greenbook.nafdac.gov.ng/ingredient/products/1001,27,Meningococcal ACWY conjugate vaccine (MenACWY),False,1,Meningococcal ACWY conjugate vaccine
Meningococcal ACWY polysaccharide vaccine (MPSV4),936,https://greenbook.nafdac.gov.ng/ingredient/products/936,27,Meningococcal ACWY polysaccharide vaccine (MPSV4),False,1,Meningococcal ACWY polysaccharide vaccine
Meningococcal ACWYX conjugate vaccine (MenACWYX),2207,https://greenbook.nafdac.gov.ng/ingredient/products/2207,27,Meningococcal ACWYX conjugate vaccine (MenACWYX),False,1,Meningococcal ACWYX conjugate vaccine
Meningococcal group A Polysaccharide (conjugated to TT) ; Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),2000,https://greenbook.nafdac.gov.ng/ingredient/products/2000,27,Meningococcal group A Polysaccharide (conjugated to TT); Meningococcal group C Polysaccharide (conjugated to CRM197); Meningococcal group Y Polysaccharide (conjugated to CRM197); Meningococcal group W Polysaccharide (conjugated to CRM197); Meningococcal group X Polysaccharide (conjugated to TT) ),True,5,Meningococcal group A Polysaccharide | Meningococcal group C Polysaccharide | Meningococcal group Y Polysaccharide | Meningococcal group W Polysaccharide | Meningococcal group X Polysaccharide  )
Meningococcal group C conjugate vaccine,935,https://greenbook.nafdac.gov.ng/ingredient/products/935,27,Meningococcal group C conjugate vaccine,False,1,Meningococcal group C conjugate vaccine
Menotropin,2088,https://greenbook.nafdac.gov.ng/ingredient/products/2088,27,Menotropin,False,1,Menotropin
Menthol,1430,https://greenbook.nafdac.gov.ng/ingredient/products/1430,27,Menthol,False,1,Menthol
Menthol; Ascorbic acid; Citric acid,1503,https://greenbook.nafdac.gov.ng/ingredient/products/1503,27,Menthol; Ascorbic acid; Citric acid,True,3,Menthol | Ascorbic acid | Citric acid
Menthol; Eucalyptus oil; Camphor,1420,https://greenbook.nafdac.gov.ng/ingredient/products/1420,27,Menthol; Eucalyptus oil; Camphor,True,3,Menthol | Eucalyptus oil | Camphor
Menthol; Eucalyptus oil; Camphor; Thymol,1504,https://greenbook.nafdac.gov.ng/ingredient/products/1504,27,Menthol; Eucalyptus oil; Camphor; Thymol,True,4,Menthol | Eucalyptus oil | Camphor | Thymol
Menthol; Eucalyptus Oil; White Ointment,2278,https://greenbook.nafdac.gov.ng/ingredient/products/2278,27,Menthol; Eucalyptus Oil; White Ointment,True,3,Menthol | Eucalyptus Oil | White Ointment
Menthol; Peppermint Oil; Camphor; Clove Oil; Cajuput Oil,1405,https://greenbook.nafdac.gov.ng/ingredient/products/1405,27,Menthol; Peppermint Oil; Camphor; Clove Oil; Cajuput Oil,True,5,Menthol | Peppermint Oil | Camphor | Clove Oil | Cajuput Oil
Menthol; Peppermint oil; Eucalyptus oil; Cajuput oil,1413,https://greenbook.nafdac.gov.ng/ingredient/products/1413,28,Menthol; Peppermint oil; Eucalyptus oil; Cajuput oil,True,4,Menthol | Peppermint oil | Eucalyptus oil | Cajuput oil
Menthol; Peppermint oil; Myrrh tincture,1019,https://greenbook.nafdac.gov.ng/ingredient/products/1019,28,Menthol; Peppermint oil; Myrrh tincture,True,3,Menthol | Peppermint oil | Myrrh tincture
Menthol; Solvent Ether; Cajuput Oil; Clove Oil; Tolu Balsam,1417,https://greenbook.nafdac.gov.ng/ingredient/products/1417,28,Menthol; Solvent Ether; Cajuput Oil; Clove Oil; Tolu Balsam,True,5,Menthol | Solvent Ether | Cajuput Oil | Clove Oil | Tolu Balsam
Menthol; Turpentine Oil; Camphor; Eucalyptus Oil; Thymol; Nutmeg Oil,1402,https://greenbook.nafdac.gov.ng/ingredient/products/1402,28,Menthol; Turpentine Oil; Camphor; Eucalyptus Oil; Thymol; Nutmeg Oil,True,6,Menthol | Turpentine Oil | Camphor | Eucalyptus Oil | Thymol | Nutmeg Oil
Mepacrine Hydrochloride,1169,https://greenbook.nafdac.gov.ng/ingredient/products/1169,28,Mepacrine Hydrochloride,False,1,Mepacrine
Mepyramine,879,https://greenbook.nafdac.gov.ng/ingredient/products/879,28,Mepyramine,False,1,Mepyramine
Mercaptopurine,719,https://greenbook.nafdac.gov.ng/ingredient/products/719,28,Mercaptopurine,False,1,Mercaptopurine
MEROPENEM,2346,https://greenbook.nafdac.gov.ng/ingredient/products/2346,28,MEROPENEM,False,1,MEROPENEM
Meropenem (Meropenem Trihydrate),459,https://greenbook.nafdac.gov.ng/ingredient/products/459,28,Meropenem (Meropenem Trihydrate),False,1,Meropenem
Mesalazine,1382,https://greenbook.nafdac.gov.ng/ingredient/products/1382,28,Mesalazine,False,1,Mesalazine
Mesh,2177,https://greenbook.nafdac.gov.ng/ingredient/products/2177,28,Mesh,False,1,Mesh
Mesna,1477,https://greenbook.nafdac.gov.ng/ingredient/products/1477,28,Mesna,False,1,Mesna
Mesterolone,655,https://greenbook.nafdac.gov.ng/ingredient/products/655,28,Mesterolone,False,1,Mesterolone
Metaclopramide Hydrochloride,1920,https://greenbook.nafdac.gov.ng/ingredient/products/1920,28,Metaclopramide Hydrochloride,False,1,Metaclopramide
Metformin Hydrochloride,625,https://greenbook.nafdac.gov.ng/ingredient/products/625,28,Metformin Hydrochloride,False,1,Metformin
Metformin Hydrochloride; Glibenclamide,626,https://greenbook.nafdac.gov.ng/ingredient/products/626,28,Metformin Hydrochloride; Glibenclamide,True,2,Metformin | Glibenclamide
Metformin Hydrochloride; Gliclazide,627,https://greenbook.nafdac.gov.ng/ingredient/products/627,28,Metformin Hydrochloride; Gliclazide,True,2,Metformin | Gliclazide
Metformin Hydrochloride; Glimepiride,628,https://greenbook.nafdac.gov.ng/ingredient/products/628,28,Metformin Hydrochloride; Glimepiride,True,2,Metformin | Glimepiride
Metformin Hydrochloride; Glipizide,1342,https://greenbook.nafdac.gov.ng/ingredient/products/1342,28,Metformin Hydrochloride; Glipizide,True,2,Metformin | Glipizide
Metformin Hydrochloride; Linagliptin,1548,https://greenbook.nafdac.gov.ng/ingredient/products/1548,28,Metformin Hydrochloride; Linagliptin,True,2,Metformin | Linagliptin
Metformin Hydrochloride; Pioglitazone (Pioglitazone Hydrochloride),631,https://greenbook.nafdac.gov.ng/ingredient/products/631,28,Metformin Hydrochloride; Pioglitazone (Pioglitazone Hydrochloride),True,2,Metformin | Pioglitazone
Metformin Hydrochloride; Saxagliptin,1948,https://greenbook.nafdac.gov.ng/ingredient/products/1948,28,Metformin Hydrochloride; Saxagliptin,True,2,Metformin | Saxagliptin
Metformin Hydrochloride; Sitagliptin (Sitagliptin Phosphate Monohydrate),633,https://greenbook.nafdac.gov.ng/ingredient/products/633,28,Metformin Hydrochloride; Sitagliptin (Sitagliptin Phosphate Monohydrate),True,2,Metformin | Sitagliptin
Metformin Hydrochloride; Vildagliptin,635,https://greenbook.nafdac.gov.ng/ingredient/products/635,28,Metformin Hydrochloride; Vildagliptin,True,2,Metformin | Vildagliptin
Methadone,63,https://greenbook.nafdac.gov.ng/ingredient/products/63,28,Methadone,False,1,Methadone
Methanol; Oleum Lini; Methyl Salicyclate; Aceclofenac,1844,https://greenbook.nafdac.gov.ng/ingredient/products/1844,28,Methanol; Oleum Lini; Methyl Salicyclate; Aceclofenac,True,4,Methanol | Oleum Lini | Methyl Salicyclate | Aceclofenac
Methionine,961,https://greenbook.nafdac.gov.ng/ingredient/products/961,28,Methionine,False,1,Methionine
methldopa,1860,https://greenbook.nafdac.gov.ng/ingredient/products/1860,28,methldopa,False,1,methldopa
Methocarbamol,105,https://greenbook.nafdac.gov.ng/ingredient/products/105,28,Methocarbamol,False,1,Methocarbamol
Methocarbamol; Paracetamol,107,https://greenbook.nafdac.gov.ng/ingredient/products/107,28,Methocarbamol; Paracetamol,True,2,Methocarbamol | Paracetamol
Methotrexate,96,https://greenbook.nafdac.gov.ng/ingredient/products/96,28,Methotrexate,False,1,Methotrexate
Methoxsalen,1506,https://greenbook.nafdac.gov.ng/ingredient/products/1506,28,Methoxsalen,False,1,Methoxsalen
Methoxy polyethylene glycol-epoetin beta,1327,https://greenbook.nafdac.gov.ng/ingredient/products/1327,28,Methoxy polyethylene glycol-epoetin beta,False,1,Methoxy polyethylene glycol-epoetin beta
METHYIROAANLINIUM CHLORIDE,2303,https://greenbook.nafdac.gov.ng/ingredient/products/2303,28,METHYIROAANLINIUM CHLORIDE,False,1,METHYIROAANLINIUM CHLORIDE
Methyl Salicylate,114,https://greenbook.nafdac.gov.ng/ingredient/products/114,28,Methyl Salicylate,False,1,Methyl Salicylate
Methyl salicylate; Camphor; Turpentine Oil,1438,https://greenbook.nafdac.gov.ng/ingredient/products/1438,28,Methyl salicylate; Camphor; Turpentine Oil,True,3,Methyl salicylate | Camphor | Turpentine Oil
Methyl salicylate; Ethyl salicylate; 2-Hydroxyethyl salicylate; Methyl nicotinate,1338,https://greenbook.nafdac.gov.ng/ingredient/products/1338,28,Methyl salicylate; Ethyl salicylate; 2-Hydroxyethyl salicylate; Methyl nicotinate,True,4,Methyl salicylate | Ethyl salicylate | 2-Hydroxyethyl salicylate | Methyl nicotinate
Methyl Salicylate; l-Menthol; dl-Camphor; Tocopherol Acetate,1650,https://greenbook.nafdac.gov.ng/ingredient/products/1650,28,Methyl Salicylate; l-Menthol; dl-Camphor; Tocopherol Acetate,True,4,Methyl Salicylate | l-Menthol | dl-Camphor | Tocopherol
Methyl salicylate; Levomenthol,1651,https://greenbook.nafdac.gov.ng/ingredient/products/1651,28,Methyl salicylate; Levomenthol,True,2,Methyl salicylate | Levomenthol
Methyl salicylate; Menthol,1140,https://greenbook.nafdac.gov.ng/ingredient/products/1140,28,Methyl salicylate; Menthol,True,2,Methyl salicylate | Menthol
Methyl salicylate; Menthol; Camphor,1139,https://greenbook.nafdac.gov.ng/ingredient/products/1139,28,Methyl salicylate; Menthol; Camphor,True,3,Methyl salicylate | Menthol | Camphor
Methyl Salicylate; Menthol; Camphor oil; Oleoresin capsicum; Ointment base,1894,https://greenbook.nafdac.gov.ng/ingredient/products/1894,28,Methyl Salicylate; Menthol; Camphor oil; Oleoresin capsicum; Ointment base,True,5,Methyl Salicylate | Menthol | Camphor oil | Oleoresin capsicum | Ointment base
Methyl salicylate; Menthol; Camphor; Capsaicin,1142,https://greenbook.nafdac.gov.ng/ingredient/products/1142,28,Methyl salicylate; Menthol; Camphor; Capsaicin,True,4,Methyl salicylate | Menthol | Camphor | Capsaicin
Methyl salicylate; Menthol; Camphor; Eucalyptus oil,1141,https://greenbook.nafdac.gov.ng/ingredient/products/1141,28,Methyl salicylate; Menthol; Camphor; Eucalyptus oil,True,4,Methyl salicylate | Menthol | Camphor | Eucalyptus oil
Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Capsaicin,1144,https://greenbook.nafdac.gov.ng/ingredient/products/1144,28,Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Capsaicin,True,5,Methyl salicylate | Menthol | Camphor | Eucalyptus oil | Capsaicin
Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Cinnamon oil,1145,https://greenbook.nafdac.gov.ng/ingredient/products/1145,28,Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Cinnamon oil,True,5,Methyl salicylate | Menthol | Camphor | Eucalyptus oil | Cinnamon oil
Methyl Salicylate; Menthol; Camphor; Eucalyptus Oil; Pumilio Pine Oil,1391,https://greenbook.nafdac.gov.ng/ingredient/products/1391,28,Methyl Salicylate; Menthol; Camphor; Eucalyptus Oil; Pumilio Pine Oil,True,5,Methyl Salicylate | Menthol | Camphor | Eucalyptus Oil | Pumilio Pine Oil
Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Turpentine oil,1136,https://greenbook.nafdac.gov.ng/ingredient/products/1136,28,Methyl salicylate; Menthol; Camphor; Eucalyptus oil; Turpentine oil,True,5,Methyl salicylate | Menthol | Camphor | Eucalyptus oil | Turpentine oil
Methyl salicylate; Menthol; Eucalyptus oil,1135,https://greenbook.nafdac.gov.ng/ingredient/products/1135,28,Methyl salicylate; Menthol; Eucalyptus oil,True,3,Methyl salicylate | Menthol | Eucalyptus oil
Methyl salicylate; Menthol; Eucalyptus oil; Turpentine oil,1137,https://greenbook.nafdac.gov.ng/ingredient/products/1137,28,Methyl salicylate; Menthol; Eucalyptus oil; Turpentine oil,True,4,Methyl salicylate | Menthol | Eucalyptus oil | Turpentine oil
Methyl salicylate; Peppermint oil; Camphor; Eucalyptus oil,1419,https://greenbook.nafdac.gov.ng/ingredient/products/1419,29,Methyl salicylate; Peppermint oil; Camphor; Eucalyptus oil,True,4,Methyl salicylate | Peppermint oil | Camphor | Eucalyptus oil
Methylated Spirit,2360,https://greenbook.nafdac.gov.ng/ingredient/products/2360,29,Methylated Spirit,False,1,Methylated Spirit
Methylcellulose,1497,https://greenbook.nafdac.gov.ng/ingredient/products/1497,29,Methylcellulose,False,1,Methylcellulose
Methylcobalamin; Alpha Lipoic Acid; Chromium (Chromium Polynicotinate); Selenium (Selenomethionine); Zinc (Zinc Ascorbate); Calcium-D Pantothenate; Vitamin B6; Folic Acid,1565,https://greenbook.nafdac.gov.ng/ingredient/products/1565,29,Methylcobalamin; Alpha Lipoic Acid; Chromium (Chromium Polynicotinate); Selenium (Selenomethionine); Zinc (Zinc Ascorbate); Calcium-D Pantothenate; Vitamin B6; Folic Acid,True,8,Methylcobalamin | Alpha Lipoic Acid | Chromium | Selenium | Zinc | Calcium-D Pantothenate | Vitamin B6 | Folic Acid
Methylcobalamine; Alpha Lipoic Acid; Inositol; Folic Acid; Chromium Polynicotinate; Selenomethionine; Zinc Monomethionine,1993,https://greenbook.nafdac.gov.ng/ingredient/products/1993,29,Methylcobalamine; Alpha Lipoic Acid; Inositol; Folic Acid; Chromium Polynicotinate; Selenomethionine; Zinc Monomethionine,True,7,Methylcobalamine | Alpha Lipoic Acid | Inositol | Folic Acid | Chromium Polynicotinate | Selenomethionine | Zinc Monomethionine
Methyldopa,248,https://greenbook.nafdac.gov.ng/ingredient/products/248,29,Methyldopa,False,1,Methyldopa
Methylergometrine,1004,https://greenbook.nafdac.gov.ng/ingredient/products/1004,29,Methylergometrine,False,1,Methylergometrine
Methyloestradiol; Methyloestrenolone,684,https://greenbook.nafdac.gov.ng/ingredient/products/684,29,Methyloestradiol; Methyloestrenolone,True,2,Methyloestradiol | Methyloestrenolone
Methylphenidate Hydrochloride,62,https://greenbook.nafdac.gov.ng/ingredient/products/62,29,Methylphenidate Hydrochloride,False,1,Methylphenidate
Methylprednisolone,644,https://greenbook.nafdac.gov.ng/ingredient/products/644,29,Methylprednisolone,False,1,Methylprednisolone
Methylprednisolone Acetate,880,https://greenbook.nafdac.gov.ng/ingredient/products/880,29,Methylprednisolone Acetate,False,1,Methylprednisolone
Methylprednisolone Acetate; Neomycin Sulfate,1369,https://greenbook.nafdac.gov.ng/ingredient/products/1369,29,Methylprednisolone Acetate; Neomycin Sulfate,True,2,Methylprednisolone | Neomycin
Methylprednisolone sodium succinate,1538,https://greenbook.nafdac.gov.ng/ingredient/products/1538,29,Methylprednisolone sodium succinate,False,1,Methylprednisolone  succinate
Methylprednisolone; Neomycin Sulfate; Sulfur,1098,https://greenbook.nafdac.gov.ng/ingredient/products/1098,29,Methylprednisolone; Neomycin Sulfate; Sulfur,True,3,Methylprednisolone | Neomycin | Sulfur
Methylprednisolone; Neomycin Sulfate; Sulfur; Aluminium Chlorhydroxide,888,https://greenbook.nafdac.gov.ng/ingredient/products/888,29,Methylprednisolone; Neomycin Sulfate; Sulfur; Aluminium Chlorhydroxide,True,4,Methylprednisolone | Neomycin | Sulfur | Aluminium Chlorhydroxide
Methylrosanilinium Chloride,832,https://greenbook.nafdac.gov.ng/ingredient/products/832,29,Methylrosanilinium Chloride,False,1,Methylrosanilinium Chloride
methylsalicylate,1717,https://greenbook.nafdac.gov.ng/ingredient/products/1717,29,methylsalicylate,False,1,methylsalicylate
Methylthioninium chloride,966,https://greenbook.nafdac.gov.ng/ingredient/products/966,29,Methylthioninium chloride,False,1,Methylthioninium chloride
Metoclopramide Hydrochloride,58,https://greenbook.nafdac.gov.ng/ingredient/products/58,29,Metoclopramide Hydrochloride,False,1,Metoclopramide
Metolazone,231,https://greenbook.nafdac.gov.ng/ingredient/products/231,29,Metolazone,False,1,Metolazone
Metoprolol,242,https://greenbook.nafdac.gov.ng/ingredient/products/242,29,Metoprolol,False,1,Metoprolol
Metoprolol Tartrate (Metoprolol Succinate),1595,https://greenbook.nafdac.gov.ng/ingredient/products/1595,29,Metoprolol Tartrate (Metoprolol Succinate),False,1,Metoprolol
Metronidazole,485,https://greenbook.nafdac.gov.ng/ingredient/products/485,29,Metronidazole,False,1,Metronidazole
Metronidazole (Metronidazole Benzoate),1554,https://greenbook.nafdac.gov.ng/ingredient/products/1554,29,Metronidazole (Metronidazole Benzoate),False,1,Metronidazole
