generic_name,generic_name_lower,source_ingredient,ingredient_id,is_combination,nafdac_url
Procarbazine,procarbazine,Procarbazine,734,False,https://greenbook.nafdac.gov.ng/ingredient/products/734
Prochlorperazine,prochlorperazine,Prochlorperazine,216,False,https://greenbook.nafdac.gov.ng/ingredient/products/216
Progesterone,progesterone,Progesterone,653,False,https://greenbook.nafdac.gov.ng/ingredient/products/653
Proguanil,proguanil,Atovaquone; Proguanil hydrochloride,544,True,https://greenbook.nafdac.gov.ng/ingredient/products/544
Promethazine,promethazine,Carbocisteine; Promethazine Hydrochloride,407,True,https://greenbook.nafdac.gov.ng/ingredient/products/407
Promethazine Teoclate,promethazine teoclate,Promethazine Teoclate,1584,False,https://greenbook.nafdac.gov.ng/ingredient/products/1584
Propanolol,propanolol,Propanolol,1975,False,https://greenbook.nafdac.gov.ng/ingredient/products/1975
Propantheline,propantheline,Propantheline,189,False,https://greenbook.nafdac.gov.ng/ingredient/products/189
Proparacaine,proparacaine,Proparacaine hydrochloride,1161,False,https://greenbook.nafdac.gov.ng/ingredient/products/1161
Propofol,propofol,Propofol,130,False,https://greenbook.nafdac.gov.ng/ingredient/products/130
Propranolol,propranolol,Propranolol Hydrochloride,60,False,https://greenbook.nafdac.gov.ng/ingredient/products/60
Propylthiouracil,propylthiouracil,Propylthiouracil,642,False,https://greenbook.nafdac.gov.ng/ingredient/products/642
Propyphenazone,propyphenazone,Paracetamol; Propyphenazone; Caffeine,1390,True,https://greenbook.nafdac.gov.ng/ingredient/products/1390
Protamine,protamine,Protamine sulfate,337,False,https://greenbook.nafdac.gov.ng/ingredient/products/337
Protein,protein,Protein; Fat; Amino Acids; Vitamins,1937,True,https://greenbook.nafdac.gov.ng/ingredient/products/1937
Protein Hydrolysate,protein hydrolysate,Ferric Ammonium Citrate; Protein Hydrolysate; Folic Acid; L-Lysine HCl; Pyridoxine HCl; Niacinamide; Cyanocobalamin; D-Panthenol; Zinc,2201,True,https://greenbook.nafdac.gov.ng/ingredient/products/2201
Proteolyzed Liver Extract,proteolyzed liver extract,"Cyproheptadine, Lysine Hydrochloride, Proteolyzed Liver Extract",2331,True,https://greenbook.nafdac.gov.ng/ingredient/products/2331
Protirelin,protirelin,Protirelin,1512,False,https://greenbook.nafdac.gov.ng/ingredient/products/1512
Provimin,provimin,Provimin,1679,False,https://greenbook.nafdac.gov.ng/ingredient/products/1679
Prussian blue,prussian blue,Prussian blue,964,False,https://greenbook.nafdac.gov.ng/ingredient/products/964
Pseudoephedrine,pseudoephedrine,Bromhexine Hydrochloride; Guaifenesin; Pseudoephedrine Hydrochloride,1704,True,https://greenbook.nafdac.gov.ng/ingredient/products/1704
Pulvis Glycyrrhiza,pulvis glycyrrhiza,Pulvis Glycyrrhiza; Menthol; Eucalyptus Oil; Kreostum; Oleum Menthe Piperitae; Oleum Anisi; Liquid Tolu; Capsicum Tincture,2045,True,https://greenbook.nafdac.gov.ng/ingredient/products/2045
Pumilio Pine Oil,pumilio pine oil,Methyl Salicylate; Menthol; Camphor; Eucalyptus Oil; Pumilio Pine Oil,1391,True,https://greenbook.nafdac.gov.ng/ingredient/products/1391
Purified Diphtheria Toxoid,purified diphtheria toxoid,Purified Tetanus toxoid; Purified Diphtheria Toxoid; Inactivated B.Pertusis; HBsAg,1781,True,https://greenbook.nafdac.gov.ng/ingredient/products/1781
Purified Honey,purified honey,Ipecacuanha Liquid Extract; Purified Honey; Glycerol; Citric Acid; Lemon Oil; Lime Oil,2053,True,https://greenbook.nafdac.gov.ng/ingredient/products/2053
Purified Tetanus toxoid,purified tetanus toxoid,Purified Tetanus toxoid; Purified Diphtheria Toxoid; Inactivated B.Pertusis; HBsAg,1781,True,https://greenbook.nafdac.gov.ng/ingredient/products/1781
Purified Vi-Capsular Polysaccharide of S. typhi Ty2 conjugated to Tetanus Toxoid,purified vi-capsular polysaccharide of s. typhi ty2 conjugated to tetanus toxoid,Purified Vi-Capsular Polysaccharide of S. typhi Ty2 conjugated to Tetanus Toxoid,1782,False,https://greenbook.nafdac.gov.ng/ingredient/products/1782
Pyrantel,pyrantel,Pyrantel (Pyrantel Pamoate),576,False,https://greenbook.nafdac.gov.ng/ingredient/products/576
Pyrantel Pamoate,pyrantel pamoate,Praziquantel; Pyrantel Pamoate,1605,True,https://greenbook.nafdac.gov.ng/ingredient/products/1605
Pyrazinamide,pyrazinamide,Ethambutol Hydrochloride; Isoniazid; Pyrazinamide; Rifampicin,509,True,https://greenbook.nafdac.gov.ng/ingredient/products/509
Pyridostigmine,pyridostigmine,Pyridostigmine,112,False,https://greenbook.nafdac.gov.ng/ingredient/products/112
Pyridoxine,pyridoxine,Doxylamine Succinate; Pyridoxine Hydrochloride; Folic acid,212,True,https://greenbook.nafdac.gov.ng/ingredient/products/212
Pyridoxine  BP,pyridoxine  bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Pyridoxine ',pyridoxine ',"L-Arginine Hydrochloride; L-Histidine Hydrochloride Monohydrate; L-Leucine; L-Lysine Hydrochloride, L-Isoleucine; L-Methionine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Tocopheryl Acetate; Vitamin A; Cholecalciferol; Thiamine Hydrochloride; Calcium Pantothenate; Pyridoxine Hydrochloride'; Cyanocobalamin; Ascorbic Acid; Folic Acid; Riboflavin; Nicotinamide",1834,True,https://greenbook.nafdac.gov.ng/ingredient/products/1834
Pyrimethamine,pyrimethamine,Amodiaquine (Amodiaquine Hydrochloride); Sulfadoxine; Pyrimethamine,533,True,https://greenbook.nafdac.gov.ng/ingredient/products/533
Pyronaridine Tetraphosphate,pyronaridine tetraphosphate,Artesunate; Pyronaridine Tetraphosphate,534,True,https://greenbook.nafdac.gov.ng/ingredient/products/534
Quetiapine,quetiapine,Quetiapine (Quetiapine Fumarate),1205,False,https://greenbook.nafdac.gov.ng/ingredient/products/1205
Quinidine,quinidine,Quinidine,290,False,https://greenbook.nafdac.gov.ng/ingredient/products/290
Quinine,quinine,Liver extract; Vit B1; Vit B2; Nicotinamide; Vit B6; Dexpanthenol; Vit B12; Iron (III) ammonium citrate; Quinine HCl; Copper II chloride,1800,True,https://greenbook.nafdac.gov.ng/ingredient/products/1800
Quinine Dihydrochloride,quinine dihydrochloride,Quinine Dihydrochloride,1612,False,https://greenbook.nafdac.gov.ng/ingredient/products/1612
R2B Strain,r2b strain,"Newcasltle Disease Vaccine, R2B Strain, Living",1793,True,https://greenbook.nafdac.gov.ng/ingredient/products/1793
Rabeprazole,rabeprazole,Rabeprazole,1951,False,https://greenbook.nafdac.gov.ng/ingredient/products/1951
Rabies immunoglobulin,rabies immunoglobulin,Rabies immunoglobulin,947,False,https://greenbook.nafdac.gov.ng/ingredient/products/947
Rabies vaccine,rabies vaccine,Rabies vaccine (inactivated),937,False,https://greenbook.nafdac.gov.ng/ingredient/products/937
Racecadotril,racecadotril,Racecadotril,1226,False,https://greenbook.nafdac.gov.ng/ingredient/products/1226
Racementhol,racementhol,Diclofenac Diethylamine; Linseed Oil; Methylsalicylate; Racementhol,1645,True,https://greenbook.nafdac.gov.ng/ingredient/products/1645
Radix aucklandiae,radix aucklandiae,Rhizoma coptidis; Radix aucklandiae; Tetradium ruticarpum,1965,True,https://greenbook.nafdac.gov.ng/ingredient/products/1965
Raltegravir,raltegravir,Raltegravir,1177,False,https://greenbook.nafdac.gov.ng/ingredient/products/1177
Ramipril,ramipril,Amlodipine (Amlodipine Besilate); Ramipril,278,True,https://greenbook.nafdac.gov.ng/ingredient/products/278
Ranibizumab,ranibizumab,Ranibizumab,806,False,https://greenbook.nafdac.gov.ng/ingredient/products/806
Ranitidine,ranitidine,Ranitidine (Ranitidine Hydrochloride),181,False,https://greenbook.nafdac.gov.ng/ingredient/products/181
Ranolazine,ranolazine,Ranolazine,294,False,https://greenbook.nafdac.gov.ng/ingredient/products/294
Reagent Solutions,reagent solutions,Reagent Solutions,2173,False,https://greenbook.nafdac.gov.ng/ingredient/products/2173
recombinant,recombinant,"Human papillomavirus bivalent (types 16 & 18) L1 protein vaccine, recombinant",926,True,https://greenbook.nafdac.gov.ng/ingredient/products/926
Recombinant Hepatitis B Vaccine,recombinant hepatitis b vaccine,Recombinant Hepatitis B Vaccine,1777,False,https://greenbook.nafdac.gov.ng/ingredient/products/1777
Recombinant human Epidermal Growth Factor,recombinant human epidermal growth factor,Recombinant human Epidermal Growth Factor,899,False,https://greenbook.nafdac.gov.ng/ingredient/products/899
Recombinant Human Follicle Stimulating Hormone,recombinant human follicle stimulating hormone,Recombinant Human Follicle Stimulating Hormone (Follitropin Alfa),2001,False,https://greenbook.nafdac.gov.ng/ingredient/products/2001
Recombinant Insulin Glargine,recombinant insulin glargine,Recombinant Insulin Glargine,2103,False,https://greenbook.nafdac.gov.ng/ingredient/products/2103
Recombinant Turkey Herpes virus,recombinant turkey herpes virus,"Recombinant Turkey Herpes virus, strain vhvt013-69, Live",1766,True,https://greenbook.nafdac.gov.ng/ingredient/products/1766
Reserpine,reserpine,Reserpine; Clopamide; Dihydroergocristine,249,True,https://greenbook.nafdac.gov.ng/ingredient/products/249
Respiratory Exerciser,respiratory exerciser,Respiratory Exerciser,2152,False,https://greenbook.nafdac.gov.ng/ingredient/products/2152
Retapamulin,retapamulin,Retapamulin,837,False,https://greenbook.nafdac.gov.ng/ingredient/products/837
Retinol,retinol,Retinol,354,False,https://greenbook.nafdac.gov.ng/ingredient/products/354
Rhizoma coptidis,rhizoma coptidis,Rhizoma coptidis; Radix aucklandiae; Tetradium ruticarpum,1965,True,https://greenbook.nafdac.gov.ng/ingredient/products/1965
rHU- Follicle Stimulating Hormone,rhu- follicle stimulating hormone,rHU- Follicle Stimulating Hormone,1867,False,https://greenbook.nafdac.gov.ng/ingredient/products/1867
Ribavirin,ribavirin,Ribavirin,611,False,https://greenbook.nafdac.gov.ng/ingredient/products/611
Ribociclib,ribociclib,Ribociclib (Ribociclib succinate),1797,False,https://greenbook.nafdac.gov.ng/ingredient/products/1797
Riboflavin,riboflavin,Ferrous Fumarate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Nicotinamide; Calcium D-Pantothenate; Vitamin B12,1733,True,https://greenbook.nafdac.gov.ng/ingredient/products/1733
Riboflavin BP,riboflavin bp,Ferrous Fumarate BP; L-Histidine Hydrochloride; H20 BP; Glycine USP; Thiamine Nitrate BP; Riboflavin BP; Pyridoxine Hydrochloride BP; Folic Acid BP; Cyanocobalamin BP; Ascorbic Acid BP,1654,True,https://greenbook.nafdac.gov.ng/ingredient/products/1654
Riboflavine,riboflavine,Ferrous Fumarate; Thiamine Hydrochloride; Riboflavine; Pyridoxine Hydrochloride; Nicotinamide; Calcium D-Pantothenate; Cyanocobalamin; Zinc Sulphate,2057,True,https://greenbook.nafdac.gov.ng/ingredient/products/2057
Ricinus Communis  Seed Oil,ricinus communis  seed oil,Ethanol; Ricinus Communis (Castor) Seed Oil; Sodium Hydroxide,1914,True,https://greenbook.nafdac.gov.ng/ingredient/products/1914
Rifabutin,rifabutin,Rifabutin,505,False,https://greenbook.nafdac.gov.ng/ingredient/products/505
Rifampicin,rifampicin,Ethambutol Hydrochloride; Isoniazid; Pyrazinamide; Rifampicin,509,True,https://greenbook.nafdac.gov.ng/ingredient/products/509
Rifapentine,rifapentine,Rifapentine,1465,False,https://greenbook.nafdac.gov.ng/ingredient/products/1465
Rilpivirine,rilpivirine,Rilpivirine,1248,False,https://greenbook.nafdac.gov.ng/ingredient/products/1248
Risedronic acid,risedronic acid,Risedronic acid,1294,False,https://greenbook.nafdac.gov.ng/ingredient/products/1294
Risperidone,risperidone,Risperidone,16,False,https://greenbook.nafdac.gov.ng/ingredient/products/16
Ritonavir,ritonavir,Atazanavir; Ritonavir,595,True,https://greenbook.nafdac.gov.ng/ingredient/products/595
Rituximab,rituximab,Rituximab,1273,False,https://greenbook.nafdac.gov.ng/ingredient/products/1273
Rituximab hyaluronidase,rituximab hyaluronidase,Rituximab hyaluronidase (SC formulation),1330,False,https://greenbook.nafdac.gov.ng/ingredient/products/1330
Rivaroxaban,rivaroxaban,Rivaroxaban,298,False,https://greenbook.nafdac.gov.ng/ingredient/products/298
Rocuronium Bromide,rocuronium bromide,Rocuronium Bromide,1957,False,https://greenbook.nafdac.gov.ng/ingredient/products/1957
Roflumilast,roflumilast,Roflumilast,399,False,https://greenbook.nafdac.gov.ng/ingredient/products/399
Ropinirole,ropinirole,Ropinirole,33,False,https://greenbook.nafdac.gov.ng/ingredient/products/33
Rose,rose,Thyme; Grindelia; Pimpinella; Primrose; Rose,1083,True,https://greenbook.nafdac.gov.ng/ingredient/products/1083
Rosuvastatin,rosuvastatin,Rosuvastatin,1862,False,https://greenbook.nafdac.gov.ng/ingredient/products/1862
Rotavirus vaccine (live,rotavirus vaccine (live,"Rotavirus vaccine (live, oral, monovalent)",938,True,https://greenbook.nafdac.gov.ng/ingredient/products/938
Roxithromycin,roxithromycin,Roxithromycin,479,False,https://greenbook.nafdac.gov.ng/ingredient/products/479
Ruxolitinib,ruxolitinib,Ruxolitinib,1199,False,https://greenbook.nafdac.gov.ng/ingredient/products/1199
Saccharide for each serotype 1,saccharide for each serotype 1,"Saccharide for each serotype 1, 5, 6A, 7F, 9V, 14, 19A, 19F and 23F; Saccharide for serotype 6B",2101,True,https://greenbook.nafdac.gov.ng/ingredient/products/2101
Saccharide for serotype 6B,saccharide for serotype 6b,"Saccharide for each serotype 1, 5, 6A, 7F, 9V, 14, 19A, 19F and 23F; Saccharide for serotype 6B",2101,True,https://greenbook.nafdac.gov.ng/ingredient/products/2101
Saccharomyces boulardii,saccharomyces boulardii,Saccharomyces boulardii,199,False,https://greenbook.nafdac.gov.ng/ingredient/products/199
Sacubitril,sacubitril,Sacubitril; Valsartan,991,True,https://greenbook.nafdac.gov.ng/ingredient/products/991
Salbutamol,salbutamol,Salbutamol (Salbutamol Sulfate),385,False,https://greenbook.nafdac.gov.ng/ingredient/products/385
Salicylic acid,salicylic acid,Benzoic acid; Salicylic acid,842,True,https://greenbook.nafdac.gov.ng/ingredient/products/842
Salmeterol,salmeterol,Fluticasone Propionate; Salmeterol (Salmeterol Xinafoate),394,True,https://greenbook.nafdac.gov.ng/ingredient/products/394
Salmonella vaccine,salmonella vaccine,"Salmonella vaccine, Inactivated",2236,True,https://greenbook.nafdac.gov.ng/ingredient/products/2236
Sanitary Pads,sanitary pads,Sanitary Pads,1984,False,https://greenbook.nafdac.gov.ng/ingredient/products/1984
Sanitiser,sanitiser,Sanitiser,2106,False,https://greenbook.nafdac.gov.ng/ingredient/products/2106
Sanitizer,sanitizer,Sanitizer,2138,False,https://greenbook.nafdac.gov.ng/ingredient/products/2138
Saponated Cresol,saponated cresol,Saponated Cresol,913,False,https://greenbook.nafdac.gov.ng/ingredient/products/913
Saquinavir,saquinavir,Saquinavir,600,False,https://greenbook.nafdac.gov.ng/ingredient/products/600
Satralizumab,satralizumab,Satralizumab,1773,False,https://greenbook.nafdac.gov.ng/ingredient/products/1773
Saxagliptin,saxagliptin,Metformin Hydrochloride; Saxagliptin,1948,True,https://greenbook.nafdac.gov.ng/ingredient/products/1948
Scalp Vein Set,scalp vein set,Scalp Vein Set,2128,False,https://greenbook.nafdac.gov.ng/ingredient/products/2128
Scrub Antiseptic Liquid,scrub antiseptic liquid,Scrub Antiseptic Liquid,1992,False,https://greenbook.nafdac.gov.ng/ingredient/products/1992
Secnidazole,secnidazole,Fluconazole; Azithromycin; Secnidazole,514,True,https://greenbook.nafdac.gov.ng/ingredient/products/514
Securinine,securinine,Securinine,612,False,https://greenbook.nafdac.gov.ng/ingredient/products/612
Selenium,selenium,Calcium; Vitamin D3; Magnesium; Zinc; L-Lysine Hydroxide; Selenium,1838,True,https://greenbook.nafdac.gov.ng/ingredient/products/1838
Selenium Dioxide,selenium dioxide,Vitamin B1; Vitamin B2; Vitamin B6; Vitamin D3; Vitamin B12; Vitamin H B.P; Potassium Sulphate; Selenium Dioxide; Di Calcium phosphate; Magnesium Sulphate; Calcium Pantothenate; Ginseng,1836,True,https://greenbook.nafdac.gov.ng/ingredient/products/1836
Selenium sulfide,selenium sulfide,Selenium sulfide,854,False,https://greenbook.nafdac.gov.ng/ingredient/products/854
Selenomethionine,selenomethionine,Methylcobalamine; Alpha Lipoic Acid; Inositol; Folic Acid; Chromium Polynicotinate; Selenomethionine; Zinc Monomethionine,1993,True,https://greenbook.nafdac.gov.ng/ingredient/products/1993
Senna,senna,Senna,205,False,https://greenbook.nafdac.gov.ng/ingredient/products/205
Serratiopeptidase,serratiopeptidase,Aceclofenac; Paracetamol; Serratiopeptidase,124,True,https://greenbook.nafdac.gov.ng/ingredient/products/124
Sertraline,sertraline,Sertraline (Sertraline hydrochloride),24,False,https://greenbook.nafdac.gov.ng/ingredient/products/24
Sevelamer,sevelamer,Sevelamer Hydrochloride,1928,False,https://greenbook.nafdac.gov.ng/ingredient/products/1928
Sevoflurane,sevoflurane,Sevoflurane,134,False,https://greenbook.nafdac.gov.ng/ingredient/products/134
Sildenafil,sildenafil,Sildenafil (Sildenafil Citrate),703,False,https://greenbook.nafdac.gov.ng/ingredient/products/703
Silicon Dioxide,silicon dioxide,Silicon Dioxide,2023,False,https://greenbook.nafdac.gov.ng/ingredient/products/2023
Silodosin,silodosin,Silodosin,1371,False,https://greenbook.nafdac.gov.ng/ingredient/products/1371
Silver nitrate,silver nitrate,Silver nitrate,826,False,https://greenbook.nafdac.gov.ng/ingredient/products/826
Silver sulfadiazine,silver sulfadiazine,Silver sulfadiazine,838,False,https://greenbook.nafdac.gov.ng/ingredient/products/838
Silymarin,silymarin,Silymarin,220,False,https://greenbook.nafdac.gov.ng/ingredient/products/220
SIMETHICONE,simethicone,"ALUMINIUM MAGNESIUM SILICATE, MAGNESIUM TRISILICATE, MAGNESIUM CARBONATE, SODIUM BICARBONATE, SIMETHICONE",2330,True,https://greenbook.nafdac.gov.ng/ingredient/products/2330
Simeticone,simeticone,Aluminium Hydroxide Gel; Magnesium Hydroxide; Simeticone,2082,True,https://greenbook.nafdac.gov.ng/ingredient/products/2082
Simvastatin,simvastatin,Ezetimibe; Simvastatin,1175,True,https://greenbook.nafdac.gov.ng/ingredient/products/1175
Sitagliptin,sitagliptin,Metformin Hydrochloride; Sitagliptin (Sitagliptin Phosphate Monohydrate),633,True,https://greenbook.nafdac.gov.ng/ingredient/products/633
Snake venom antiserum,snake venom antiserum,Snake venom antiserum,944,False,https://greenbook.nafdac.gov.ng/ingredient/products/944
Sofosbuvir,sofosbuvir,Sofosbuvir,613,False,https://greenbook.nafdac.gov.ng/ingredient/products/613
Solifenacin Succinate,solifenacin succinate,Solifenacin Succinate,1230,False,https://greenbook.nafdac.gov.ng/ingredient/products/1230
Solution,solution,Solution,2158,False,https://greenbook.nafdac.gov.ng/ingredient/products/2158
Solution for Injection,solution for injection,Solution for Injection,2179,False,https://greenbook.nafdac.gov.ng/ingredient/products/2179
Solvent Ether,solvent ether,Menthol; Solvent Ether; Cajuput Oil; Clove Oil; Tolu Balsam,1417,True,https://greenbook.nafdac.gov.ng/ingredient/products/1417
Sorafenib,sorafenib,Sorafenib (Sorafenib Tosylate),1909,False,https://greenbook.nafdac.gov.ng/ingredient/products/1909
Sorbitol,sorbitol,Amino Acids; Sorbitol,1619,True,https://greenbook.nafdac.gov.ng/ingredient/products/1619
Sorbitol solution,sorbitol solution,Ferric ammonium citrate; Vitamin B12; Folic acid; Sorbitol solution,1632,True,https://greenbook.nafdac.gov.ng/ingredient/products/1632
Spacer,spacer,Spacer,2154,False,https://greenbook.nafdac.gov.ng/ingredient/products/2154
Sparfloxacin,sparfloxacin,Sparfloxacin,469,False,https://greenbook.nafdac.gov.ng/ingredient/products/469
Spectinomycin,spectinomycin,Spectinomycin,487,False,https://greenbook.nafdac.gov.ng/ingredient/products/487
Spermicides,spermicides,Spermicides,692,False,https://greenbook.nafdac.gov.ng/ingredient/products/692
Spinal Needle,spinal needle,Spinal Needle,1988,False,https://greenbook.nafdac.gov.ng/ingredient/products/1988
Spiramycin,spiramycin,Spiramycin,480,False,https://greenbook.nafdac.gov.ng/ingredient/products/480
Spironolactone,spironolactone,Spironolactone,235,False,https://greenbook.nafdac.gov.ng/ingredient/products/235
Squill,squill,Ammonium chloride; Sodium citrate; Squill; Menthol,1082,True,https://greenbook.nafdac.gov.ng/ingredient/products/1082
Squill oxymel,squill oxymel,Sodium citrate; Ipecacuanha; Squill oxymel; Anise water; Menthol,1079,True,https://greenbook.nafdac.gov.ng/ingredient/products/1079
Staining Instrument,staining instrument,Staining Instrument,2168,False,https://greenbook.nafdac.gov.ng/ingredient/products/2168
Stavudine,stavudine,Lamivudine; Nevirapine; Stavudine,605,True,https://greenbook.nafdac.gov.ng/ingredient/products/605
Stearic acid,stearic acid,Urea; Latic acid; Glycine; Ammonium chloride; Sodium Chloride; Potassium chloride; Calcium lactate; Magnesium chloride; Sodium dihydrogen phosphate dihydrate; Stearic acid; Cetyl Alcohol; Glycerin; Disodium Edetate,1681,True,https://greenbook.nafdac.gov.ng/ingredient/products/1681
Sterculia urens,sterculia urens,Allium sativum; Xylopia aromatica; Tetraplura tetraptera; Ficu carica; Sterculia urens; Caramel; Nauclea latifolia,1877,True,https://greenbook.nafdac.gov.ng/ingredient/products/1877
Sterilized water for injection,sterilized water for injection,Sterilized water for injection,1843,False,https://greenbook.nafdac.gov.ng/ingredient/products/1843
stibogluconate,stibogluconate,Sodium stibogluconate,1463,False,https://greenbook.nafdac.gov.ng/ingredient/products/1463
strain vhvt013-69,strain vhvt013-69,"Recombinant Turkey Herpes virus, strain vhvt013-69, Live",1766,True,https://greenbook.nafdac.gov.ng/ingredient/products/1766
Streptokinase,streptokinase,Streptokinase,299,False,https://greenbook.nafdac.gov.ng/ingredient/products/299
Streptomycin,streptomycin,Streptomycin (Streptomycin Sulfate),484,False,https://greenbook.nafdac.gov.ng/ingredient/products/484
Strong Ammonia Solution,strong ammonia solution,Ammonium Chloride; Turpentine Oil; Strong Ammonia Solution; Ammonium Bicarbonate; Oleic Acid,2046,True,https://greenbook.nafdac.gov.ng/ingredient/products/2046
Succimer,succimer,Succimer,1461,False,https://greenbook.nafdac.gov.ng/ingredient/products/1461
Sucralfate,sucralfate,Sucralfate,182,False,https://greenbook.nafdac.gov.ng/ingredient/products/182
SULBACTAM,sulbactam,"ANHYDROUS CEFTRIAXONE, ANHYDROUS SULBACTAM",2343,True,https://greenbook.nafdac.gov.ng/ingredient/products/2343
Sulbactam),sulbactam),Sultamicillin (Ampicillin + Sulbactam),426,False,https://greenbook.nafdac.gov.ng/ingredient/products/426
Sulfabenzamide,sulfabenzamide,Sulfathiazole; Sulfabenzamide; Sulfacetamide (Topical),841,True,https://greenbook.nafdac.gov.ng/ingredient/products/841
Sulfacetamide,sulfacetamide,Sulfathiazole; Sulfabenzamide; Sulfacetamide (Topical),841,True,https://greenbook.nafdac.gov.ng/ingredient/products/841
Sulfadiazine,sulfadiazine,Sulfadiazine,490,False,https://greenbook.nafdac.gov.ng/ingredient/products/490
Sulfadimidine,sulfadimidine,Tylosin tartrate; Sulfadimidine,2040,True,https://greenbook.nafdac.gov.ng/ingredient/products/2040
Sulfadoxine,sulfadoxine,Amodiaquine (Amodiaquine Hydrochloride); Sulfadoxine; Pyrimethamine,533,True,https://greenbook.nafdac.gov.ng/ingredient/products/533
Sulfaguanidine,sulfaguanidine,Sulfaguanidine; Neomycin; Kaolin,198,True,https://greenbook.nafdac.gov.ng/ingredient/products/198
Sulfamerazine,sulfamerazine,Sulfathiazole; Sulfadiazine; Sulfamerazine,492,True,https://greenbook.nafdac.gov.ng/ingredient/products/492
Sulfamethoxazole,sulfamethoxazole,Bromhexine (Bromhexine Hydrochloride); Sulfamethoxazole; Trimethoprim,402,True,https://greenbook.nafdac.gov.ng/ingredient/products/402
Sulfamethoxypyrazine,sulfamethoxypyrazine,Sulfamethoxypyrazine; Pyrimethamine,548,True,https://greenbook.nafdac.gov.ng/ingredient/products/548
Sulfasalazine,sulfasalazine,Sulfasalazine,98,False,https://greenbook.nafdac.gov.ng/ingredient/products/98
Sulfathiazole,sulfathiazole,Sulfathiazole,491,False,https://greenbook.nafdac.gov.ng/ingredient/products/491
Sulfiram,sulfiram,Sulfiram,1502,False,https://greenbook.nafdac.gov.ng/ingredient/products/1502
Sulfur,sulfur,Benzoic acid; Salicylic acid; Sulfur,843,True,https://greenbook.nafdac.gov.ng/ingredient/products/843
Sulphadiazine,sulphadiazine,Sulphadiazine,1695,False,https://greenbook.nafdac.gov.ng/ingredient/products/1695
Sulphadoxine,sulphadoxine,Sulphadoxine; Pyrimethamine; Amodiaquine,2051,True,https://greenbook.nafdac.gov.ng/ingredient/products/2051
Sulphate,sulphate,Vitamin A; Potassium Chloride; Vitamin D3; Sodium Sulphate; Vitamin E; Sodium Chloride; Vitamin K3; Manganese Sulphate; Vitamin B2; Copper Sulphate; Vitamin B3; Zinc Sulphate; Vitamin B6; Magnesium Sulphate; Vitamin B12; Lysine HCl; Vitamin C; DL-methionine; Calcium Pantothenate,2038,True,https://greenbook.nafdac.gov.ng/ingredient/products/2038
Sultamicillin (Ampicillin,sultamicillin (ampicillin,Sultamicillin (Ampicillin + Sulbactam),426,False,https://greenbook.nafdac.gov.ng/ingredient/products/426
Sumatriptan,sumatriptan,Sumatriptan,1347,False,https://greenbook.nafdac.gov.ng/ingredient/products/1347
Suramin,suramin,Suramin sodium,566,False,https://greenbook.nafdac.gov.ng/ingredient/products/566
Surfactant,surfactant,Surfactant,1524,False,https://greenbook.nafdac.gov.ng/ingredient/products/1524
Surgical Blades,surgical blades,Surgical Blades,2142,False,https://greenbook.nafdac.gov.ng/ingredient/products/2142
Surgical Dressing,surgical dressing,Surgical Dressing,2159,False,https://greenbook.nafdac.gov.ng/ingredient/products/2159
Surgical Sutures,surgical sutures,Surgical Sutures,2148,False,https://greenbook.nafdac.gov.ng/ingredient/products/2148
Sutures,sutures,Sutures,2008,False,https://greenbook.nafdac.gov.ng/ingredient/products/2008
Sutures and Needles,sutures and needles,Sutures and Needles,2124,False,https://greenbook.nafdac.gov.ng/ingredient/products/2124
Suxamethonium,suxamethonium,Suxamethonium,143,False,https://greenbook.nafdac.gov.ng/ingredient/products/143
Suxamethonium Chloride,suxamethonium chloride,Suxamethonium Chloride Dihydrate; Benzyl Alcohol,1994,True,https://greenbook.nafdac.gov.ng/ingredient/products/1994
Synthetic Retinol Concentrate,synthetic retinol concentrate,L-Isoleucine; L-Leucine; L-Lysine Hydrochloride; L-Methonine; L-Phenylalanine; L-Threonine; L-Tryptophan; L-Valine; Synthetic Retinol Concentrate (Oily form); Cholecalciferol; Alpha Tocopheryl Acetate; Thiamine Hydrochloride; Riboflavin; Pyridoxine Hydrochloride; Cyanocobalamine; Nicotinamide; Calcium Pantothenate; Folic Acid,2072,True,https://greenbook.nafdac.gov.ng/ingredient/products/2072
Syphilis Test,syphilis test,Syphilis Test,1998,False,https://greenbook.nafdac.gov.ng/ingredient/products/1998
Syringes,syringes,Syringes,2126,False,https://greenbook.nafdac.gov.ng/ingredient/products/2126
Syringes and Needles,syringes and needles,Syringes and Needles,1995,False,https://greenbook.nafdac.gov.ng/ingredient/products/1995
Tacrolimus,tacrolimus,Tacrolimus,738,False,https://greenbook.nafdac.gov.ng/ingredient/products/738
Tadalafil,tadalafil,Tadalafil,705,False,https://greenbook.nafdac.gov.ng/ingredient/products/705
